iter	Passed	Remaining
820	82213	17924
821	82307	17823
822	82399	17721
823	82493	17620
824	82588	17518
825	82682	17417
826	82776	17315
827	82872	17214
828	82966	17113
829	83061	17012
830	83157	16911
831	83258	16811
832	83355	16711
833	83448	16609
834	83542	16508
835	83637	16407
836	83732	16306
837	83827	16205
838	83922	16104
839	84019	16003
840	84117	15903
841	84216	15803
842	84308	15701
843	84404	15600
844	84503	15500
845	84599	15399
846	84691	15298
847	84787	15197
848	84883	15097
849	84978	14996
850	85071	14895
851	85170	14794
852	85266	14694
853	85364	14593
854	85457	14492
855	85552	14391
856	85644	14290
857	85738	14189
858	85835	14089
859	85933	13989
860	86027	13888
861	86124	13787
862	86219	13687
863	86320	13587
864	86418	13487
865	86514	13386
866	86612	13286
867	86711	13186
868	86806	13085
869	86906	12986
870	87003	12885
871	87097	12784
872	87193	12684
873	87290	12584
874	87382	12483
875	87476	12382
876	87571	12281
877	87665	12181
878	87761	12080
879	87853	11980
880	87945	11879
881	88038	11778
882	88133	11677
883	88228	11577
884	88326	11477
885	88418	11376
886	88511	11276
887	88606	11175
888	88698	11074
889	88794	10974
890	88890	10874
891	88987	10774
892	89082	10673
893	89178	10573
894	89276	10473
895	89372	10373
896	89469	10273
897	89563	10173
898	89656	10072
899	89748	9972
900	89841	9871
901	89934	9771
902	90031	9671
903	90128	9571
904	90224	9471
905	90318	9370
906	90409	9270
907	90505	9170
908	90601	9070
909	90693	8969
910	90791	8869
911	90887	8769
912	90982	8669
913	91076	8569
914	91170	8469
915	91266	8369
916	91360	8269
917	91461	8169
918	91558	8069
919	91651	7969
920	91747	7869
921	91842	7769
922	91936	7669
923	92035	7570
924	92134	7470
925	92231	7370
926	92324	7270
927	92417	7170
928	92510	7070
929	92602	6970
930	92695	6870
931	92786	6769
932	92882	6670
933	92976	6570
934	93072	6470
935	93167	6370
936	93262	6270
937	93358	6170
938	93451	6070
939	93546	5971
940	93640	5871
941	93733	5771
942	93834	5671
943	93930	5572
944	94024	5472
945	94121	5372
946	94219	5273
947	94315	5173
948	94409	5073
949	94502	4973
950	94603	4874
951	94699	4774
952	94794	4675
953	94890	4575
954	94985	4475
955	95080	4376
956	95175	4276
957	95271	4176
958	95363	4077
959	95458	3977
960	95552	3877
961	95646	3778
962	95740	3678
963	95834	3578
964	95929	3479
965	96025	3379
966	96120	3280
967	96218	3180
968	96312	3081
969	96408	2981
970	96502	2882
971	96602	2782
972	96696	2683
973	96790	2583
974	96887	2484
975	96987	2384
976	97083	2285
977	97179	2186
978	97275	2086
979	97371	1987
980	97465	1887
981	97560	1788
982	97654	1688
983	97751	1589
984	97850	1490
985	97949	1390
986	98047	1291
987	98141	1192
988	98234	1092
989	98332	993
990	98425	893
991	98518	794
992	98612	695
993	98712	595
994	98804	496
995	98897	397
996	98990	297
997	99085	198
998	99190	99
999	99314	0
