iter	Logloss
0	0.5969360248
1	0.5170437795
2	0.4520044523
3	0.4066780224
4	0.3688962947
5	0.3300172398
6	0.3007458245
7	0.279665068
8	0.2588609785
9	0.2412686859
10	0.2232732561
11	0.2061801658
12	0.1920100962
13	0.1807601826
14	0.1687168304
15	0.1581068829
16	0.1514157959
17	0.1417476883
18	0.1356324317
19	0.127892909
20	0.1223862693
21	0.1168585127
22	0.1117074815
23	0.1055126474
24	0.1011432652
25	0.09809775215
26	0.09518033733
27	0.0932217048
28	0.0902605576
29	0.08696154449
30	0.08554025101
31	0.08412577081
32	0.08133266457
33	0.0788408094
34	0.07795112692
35	0.07601061004
36	0.07407819973
37	0.07206054031
38	0.07047429878
39	0.06919861932
40	0.06841186192
41	0.06773555326
42	0.0670417273
43	0.06628528497
44	0.06440335839
45	0.0639218813
46	0.0632413805
47	0.06246508109
48	0.06186660485
49	0.06133631825
50	0.06102978452
51	0.05983720523
52	0.05950445989
53	0.0582589312
54	0.05797768633
55	0.05773727195
56	0.05719407848
57	0.05700353
58	0.05682881263
59	0.05665487836
60	0.05650083514
61	0.05632620585
62	0.05597687724
63	0.05584328572
64	0.05563247863
65	0.05523116621
66	0.05509797466
67	0.05497353317
68	0.0548759125
69	0.05378392629
70	0.05335736331
71	0.05320095633
72	0.05309085579
73	0.05300085378
74	0.05285339402
75	0.0527586798
76	0.0517539756
77	0.05165063071
78	0.05132978721
79	0.05123072442
80	0.05108524366
81	0.05079094001
82	0.05071563775
83	0.05046219269
84	0.05038976125
85	0.05016664398
86	0.05009778973
87	0.0498549143
88	0.04979278337
89	0.04960818019
90	0.04954308559
91	0.04947764761
92	0.04941364355
93	0.04935243954
94	0.04929986661
95	0.04924481755
96	0.04913963099
97	0.04901332657
98	0.04895408927
99	0.04866158473
100	0.04859813864
101	0.04767608689
102	0.04762116707
103	0.04756964671
104	0.04751753079
105	0.04746550348
106	0.04715642053
107	0.04691709313
108	0.04684909054
109	0.04657347057
110	0.04652232141
111	0.04647009023
112	0.04642174057
113	0.04637365557
114	0.04631715361
115	0.04626139258
116	0.04621416409
117	0.04613030853
118	0.04589157244
119	0.04584731706
120	0.04580345256
121	0.04567378017
122	0.04541299192
123	0.04519268036
124	0.04515162141
125	0.04510652406
126	0.04506025207
127	0.0446951006
128	0.04464000495
129	0.04459541006
130	0.04444153186
131	0.0443990382
132	0.04418874004
133	0.04414416193
134	0.04409772009
135	0.04392052847
136	0.04388313262
137	0.04384358903
138	0.0437295258
139	0.04369275557
140	0.04267061587
141	0.04263289316
142	0.04258248542
143	0.04254356318
144	0.04235282428
145	0.0421390449
146	0.04209968717
147	0.04206164985
148	0.04201942364
149	0.04187384721
150	0.04183033731
151	0.04178871775
152	0.04175110042
153	0.04131638302
154	0.04127453529
155	0.04123831272
156	0.04120456977
157	0.04116817051
158	0.04113359576
159	0.04110207889
160	0.04106844884
161	0.04103400376
162	0.04100305626
163	0.04090615133
164	0.04087515605
165	0.04084355434
166	0.04080774675
167	0.04054061421
168	0.04051034626
169	0.0403798103
170	0.04034944387
171	0.04031713698
172	0.04028667743
173	0.04025560382
174	0.04022600188
175	0.04019008491
176	0.04016092733
177	0.04013062134
178	0.04010190952
179	0.03997197306
180	0.03919050584
181	0.0391603056
182	0.03911491845
183	0.03908618107
184	0.03905816821
185	0.0390296012
186	0.03900114258
187	0.03896581868
188	0.03893245691
189	0.03890607769
190	0.03887799961
191	0.03885109056
192	0.03826277163
193	0.03812459846
194	0.03809135167
195	0.03799050422
196	0.0379639256
197	0.03713505566
198	0.03709342005
199	0.03706237846
200	0.03702871463
201	0.03681988418
202	0.03679237619
203	0.03676632955
204	0.03673808013
205	0.03663187656
206	0.03660650054
207	0.03658186316
208	0.03655576207
209	0.03653192647
210	0.03650441794
211	0.0364321683
212	0.03640779695
213	0.03638454488
214	0.03636092196
215	0.03633464877
216	0.03528070024
217	0.03481523001
218	0.03478539971
219	0.03475402056
220	0.03452073026
221	0.03406689598
222	0.03399798549
223	0.03396771129
224	0.03394144244
225	0.03391677543
226	0.03388410218
227	0.03380215167
228	0.03377858196
229	0.03375505098
230	0.03373232208
231	0.03370706069
232	0.0336844533
233	0.03359291971
234	0.03357053744
235	0.03354561599
236	0.03352444377
237	0.03350286437
238	0.03347913316
239	0.0334587647
240	0.03343833872
241	0.03341255042
242	0.03339258164
243	0.0333719374
244	0.03330374945
245	0.033273321
246	0.03320032971
247	0.0331743638
248	0.03261680201
249	0.03259570453
250	0.03257594922
251	0.03223563768
252	0.03178231533
253	0.03175565316
254	0.03168808502
255	0.03165756602
256	0.03163645289
257	0.03161063714
258	0.03119246466
259	0.03112351604
260	0.03095873016
261	0.0309381011
262	0.03091810366
263	0.03089677355
264	0.03080709458
265	0.03078345702
266	0.03046295427
267	0.03043235284
268	0.02973270995
269	0.02971050446
270	0.02968178915
271	0.02966025549
272	0.02963919985
273	0.02961789156
274	0.02926782647
275	0.02924517408
276	0.0292228618
277	0.02920288616
278	0.02918356213
279	0.02916203548
280	0.02914259724
281	0.02912383667
282	0.02898183255
283	0.02896411497
284	0.02894636078
285	0.02880223693
286	0.02837778554
287	0.0283555505
288	0.02833746832
289	0.02827492277
290	0.0282465806
291	0.02822866501
292	0.02821138921
293	0.02819122423
294	0.02817367983
295	0.02788139636
296	0.02779455157
297	0.02752470856
298	0.02750358921
299	0.02725666759
300	0.02723314239
301	0.02721493595
302	0.0271976792
303	0.02718083051
304	0.02716382934
305	0.02714462606
306	0.02712718805
307	0.02710554483
308	0.02687592527
309	0.02685641821
310	0.0267799172
311	0.02672291826
312	0.02670591065
313	0.02669042528
314	0.02667510863
315	0.0266599972
316	0.02664505015
317	0.02645974664
318	0.0264446863
319	0.02637408556
320	0.02635363199
321	0.02633884141
322	0.02632408756
323	0.0263095011
324	0.02629503592
325	0.0262806273
326	0.02626627613
327	0.02625208499
