iter	Logloss
0	0.4535974119
1	0.3286635339
2	0.2559633861
3	0.2076081821
4	0.170632154
5	0.143667434
6	0.1204834882
7	0.1028016587
8	0.08951377942
9	0.07872095171
10	0.07243206061
11	0.0667584019
12	0.06186932357
13	0.05873901606
14	0.05683936828
15	0.05449027664
16	0.05248782812
17	0.05116898222
18	0.04993382158
19	0.04927083079
20	0.04884827666
21	0.04841383621
22	0.04632044158
23	0.0451412925
24	0.04460140269
25	0.04406504794
26	0.04371112821
27	0.04325345216
28	0.04276173552
29	0.04218100405
30	0.04167673187
31	0.04093583885
32	0.04016248905
33	0.03981442207
34	0.03894904551
35	0.0385953712
36	0.0377699474
37	0.03744483842
38	0.03694068875
39	0.03630696269
40	0.03572578875
41	0.03532701862
42	0.03476565784
43	0.03436823233
44	0.03390524768
45	0.03338948709
46	0.03315147029
47	0.03259044583
48	0.03231217918
49	0.03214110812
50	0.03195148066
51	0.03167012944
52	0.03129877646
53	0.03100290473
54	0.03087648714
55	0.03061270413
56	0.03039445557
57	0.03025190503
58	0.03010995247
59	0.02990840793
60	0.02962165006
61	0.02921910597
62	0.02897974913
63	0.02852437655
64	0.02836555011
65	0.02782684172
66	0.0275444292
67	0.02728928039
68	0.02703824741
69	0.02687478802
70	0.0266420956
71	0.02636548266
72	0.02606153734
73	0.02586203722
74	0.02571785198
75	0.02551744062
76	0.02532876489
77	0.02505309319
78	0.02475043318
79	0.02457383933
80	0.02433932105
81	0.02416706173
82	0.02399079275
83	0.02387673296
84	0.02378273694
85	0.02368007207
86	0.02357076772
87	0.02350050537
88	0.02339797352
89	0.02320901362
90	0.02312962369
91	0.02299652483
92	0.0229555377
93	0.02274761624
94	0.02271664051
95	0.02254987889
96	0.022391326
97	0.02233669875
98	0.02219968822
99	0.0220467247
100	0.0217244861
101	0.02171083113
102	0.02171071546
103	0.0215414256
104	0.02144594498
105	0.0213813931
106	0.02126317938
107	0.02120640359
108	0.02105077454
109	0.02085313607
110	0.02084574367
111	0.02074379964
112	0.02070541167
113	0.02059583513
114	0.02057732514
115	0.02052807875
116	0.02029421668
117	0.02024173741
118	0.01999995145
119	0.01990929253
120	0.01964175178
121	0.01943664489
122	0.01932358714
123	0.01918069866
124	0.01907956336
125	0.01891504557
126	0.01890135962
127	0.01872609468
128	0.01853454166
129	0.01843015657
130	0.01841242096
131	0.01831033994
132	0.018252738
133	0.01812854051
134	0.01810412422
135	0.01805253028
136	0.01797474666
137	0.01790266807
138	0.01790260175
139	0.01790259394
140	0.01790252059
141	0.01790251547
142	0.01790246474
143	0.01790240994
144	0.01790226292
145	0.01790226292
146	0.01790224295
147	0.0179021906
148	0.01787162878
149	0.01787158705
150	0.01783978837
151	0.01776756992
152	0.01760284515
153	0.01754699809
154	0.0173161104
155	0.01728782038
156	0.01716156039
157	0.01704437964
158	0.01693628555
159	0.0168205635
160	0.0167395375
161	0.01667915868
162	0.01653890237
163	0.01644212918
164	0.01629109515
165	0.01616157522
166	0.01612706513
167	0.01601225445
168	0.01593846576
169	0.0159061268
170	0.0158746896
171	0.01579546908
172	0.01572111658
173	0.01560481618
174	0.01557918193
175	0.0154977053
176	0.01547460234
177	0.01539159275
178	0.01535043033
179	0.01532881501
180	0.0152690878
181	0.01522394064
182	0.01515170005
183	0.01510778874
184	0.01503350394
185	0.01491027344
186	0.01486443429
187	0.01481073234
188	0.01468199857
189	0.01460490229
190	0.01457740683
191	0.01454813958
192	0.01450206951
193	0.01438103603
194	0.01426093988
195	0.01415753759
196	0.01412288163
197	0.01401717761
198	0.01383465313
199	0.01374976101
